image_name,target
ISIC_0186715,0.32921532
ISIC_0187786,0.14114827
ISIC_0188485,0.12173827
ISIC_0191895,0.71161157
ISIC_0192184,0.26867622
ISIC_0192807,0.12762631
ISIC_0193289,0.19484553
ISIC_0194115,0.07462417
ISIC_0195744,0.1629292
ISIC_0195995,0.0897645
ISIC_0196159,0.5199226
ISIC_0196622,0.10332004
ISIC_0196807,0.46428922
ISIC_0197182,0.33485696
ISIC_0197440,0.41079423
ISIC_0197860,0.1351151
ISIC_0198376,0.13635294
ISIC_0198622,0.14717948
ISIC_0199195,0.7358984
ISIC_0199718,0.08535675
ISIC_0199780,0.1531565
ISIC_0200120,0.9621862
ISIC_0204399,0.11546794
ISIC_0204875,0.11088918
ISIC_0205627,0.16680181
ISIC_0206261,0.18268074
ISIC_0206934,0.24300443
ISIC_0207197,0.21399859
ISIC_0208233,0.24986118
ISIC_0209640,0.30864868
ISIC_0210915,0.29295924
ISIC_0212435,0.105300866
ISIC_0212468,0.10086077
ISIC_0213848,0.1639629
ISIC_0216203,0.16072792
ISIC_0216447,0.87022513
ISIC_0220438,0.9719437
ISIC_0220466,0.6833135
ISIC_0223354,0.14574897
ISIC_0223463,0.6696183
ISIC_0223760,0.13237937
ISIC_0224309,0.56387544
ISIC_0225471,0.2364022
ISIC_0225894,0.20301938
ISIC_0226234,0.11203108
ISIC_0227767,0.15591751
ISIC_0228452,0.21948639
ISIC_0229266,0.4627231
ISIC_0230247,0.14573826
ISIC_0230499,0.5467221
ISIC_0231539,0.4953709
ISIC_0231788,0.10483612
ISIC_0232763,0.32093346
ISIC_0235107,0.3848956
ISIC_0235501,0.47312957
ISIC_0235505,0.3602543
ISIC_0235542,0.32860368
ISIC_0238185,0.1325772
ISIC_0238872,0.7751162
ISIC_0239635,0.71402144
ISIC_0240839,0.14078383
ISIC_0241566,0.3010866
ISIC_0243686,0.13181013
ISIC_0243937,0.22085668
ISIC_0244266,0.78189737
ISIC_0244465,0.1836269
ISIC_0244617,0.22731012
ISIC_0244885,0.43737572
ISIC_0245273,0.43518218
ISIC_0246008,0.15166171
ISIC_0246211,0.11157958
ISIC_0248702,0.36241862
ISIC_0251455,0.51976365
ISIC_0251656,0.10996302
ISIC_0252811,0.38945177
ISIC_0254594,0.13455106
ISIC_0255112,0.13646136
ISIC_0256267,0.1232289
ISIC_0258149,0.5486154
ISIC_0258489,0.5776395
ISIC_0258717,0.25580025
ISIC_0259209,0.47819167
ISIC_0259237,0.42590997
ISIC_0261866,0.6674554
ISIC_0261904,0.12566978
ISIC_0261907,0.3180752
ISIC_0262392,0.053674117
ISIC_0262492,0.3867735
ISIC_0263920,0.21859385
ISIC_0265011,0.087748066
ISIC_0267082,0.38266495
ISIC_0268025,0.12276077
ISIC_0268451,0.55272967
ISIC_0269476,0.13537185
ISIC_0270022,0.7789337
ISIC_0270367,0.20357664
ISIC_0271223,0.34954467
ISIC_0272190,0.48363775
ISIC_0273533,0.09742184
ISIC_0274458,0.30880344
ISIC_0274698,0.35198936
ISIC_0274789,0.9484005
ISIC_0276718,0.101395406
ISIC_0280382,0.23945764
ISIC_0280752,0.55045867
ISIC_0280782,0.76544225
ISIC_0280827,0.18403545
ISIC_0281227,0.22660658
ISIC_0282269,0.16446951
ISIC_0282486,0.30829927
ISIC_0282737,0.61278224
ISIC_0284147,0.10426141
ISIC_0284441,0.41805884
ISIC_0284485,0.25951007
ISIC_0285491,0.1997137
ISIC_0285697,0.477922
ISIC_0286688,0.4008172
ISIC_0287132,0.13589256
ISIC_0287325,0.90524065
ISIC_0288225,0.11134797
ISIC_0290187,0.13145751
ISIC_0291705,0.17989226
ISIC_0292996,0.32514203
ISIC_0294150,0.5496141
ISIC_0296540,0.119937435
ISIC_0297539,0.21215567
ISIC_0297702,0.16063134
ISIC_0298417,0.43263575
ISIC_0299870,0.25531134
ISIC_0300002,0.36347067
ISIC_0301547,0.19536902
ISIC_0301769,0.26078904
ISIC_0304467,0.21748717
ISIC_0304666,0.1742592
ISIC_0304667,0.3694731
ISIC_0306094,0.29648256
ISIC_0307004,0.5580911
ISIC_0307411,0.30364153
ISIC_0309192,0.14600475
ISIC_0309503,0.27167824
ISIC_0310320,0.56641597
ISIC_0311235,0.9510048
ISIC_0311814,0.1666929
ISIC_0312717,0.2814452
ISIC_0313675,0.08922846
ISIC_0317285,0.38834798
ISIC_0318934,0.14270452
ISIC_0319131,0.15416072
ISIC_0319990,0.5139092
ISIC_0320662,0.108336285
ISIC_0321218,0.25175765
ISIC_0321906,0.9250064
ISIC_0321948,0.22439496
ISIC_0322514,0.27777857
ISIC_0327756,0.90486246
ISIC_0328346,0.22175649
ISIC_0328687,0.15810792
ISIC_0328823,0.08699557
ISIC_0329169,0.22321261
ISIC_0329910,0.62281626
ISIC_0330060,0.061319
ISIC_0330886,0.23494561
ISIC_0332421,0.20490353
ISIC_0332456,0.67018205
ISIC_0334179,0.23174305
ISIC_0335244,0.48500535
ISIC_0335886,0.42854175
ISIC_0336093,0.54632795
ISIC_0338118,0.5920129
ISIC_0338587,0.2032628
ISIC_0339455,0.5605149
ISIC_0340198,0.14047192
ISIC_0340572,0.55483377
ISIC_0341315,0.37562478
ISIC_0343131,0.2004193
ISIC_0343283,0.47471356
ISIC_0346766,0.54231966
ISIC_0347157,0.4679477
ISIC_0348342,0.31705344
ISIC_0350347,0.87443256
ISIC_0350470,0.13607554
ISIC_0351156,0.5002954
ISIC_0351912,0.1830942
ISIC_0352620,0.46464157
ISIC_0353021,0.0902382
ISIC_0355377,0.16229315
ISIC_0358260,0.12068213
ISIC_0358623,0.1354784
ISIC_0359676,0.1430512
ISIC_0359720,0.32281697
ISIC_0361122,0.110777795
ISIC_0366488,0.9058165
ISIC_0367795,0.33634207
ISIC_0367988,0.97572714
ISIC_0368092,0.19005437
ISIC_0368696,0.122446895
ISIC_0369888,0.25330526
ISIC_0370322,0.46705243
ISIC_0371470,0.12590075
ISIC_0371907,0.5256124
ISIC_0372927,0.66973436
ISIC_0372955,0.11498514
ISIC_0372971,0.2023312
ISIC_0373723,0.05499468
ISIC_0375431,0.35425314
ISIC_0377642,0.25851718
ISIC_0378391,0.31580862
ISIC_0378668,0.24560782
ISIC_0379549,0.14510833
ISIC_0380224,0.061374273
ISIC_0381595,0.40437165
ISIC_0382931,0.5838048
ISIC_0383641,0.7897366
ISIC_0383780,0.072717234
ISIC_0385415,0.96988726
ISIC_0385463,0.26787594
ISIC_0385865,0.7763812
ISIC_0388802,0.30356452
ISIC_0389010,0.45976487
ISIC_0389392,0.2525088
ISIC_0389675,0.19863617
ISIC_0390209,0.15449488
ISIC_0391046,0.9133049
ISIC_0391777,0.105623335
ISIC_0392680,0.35536712
ISIC_0392931,0.15000013
ISIC_0393891,0.14558485
ISIC_0394533,0.20281684
ISIC_0394763,0.116810896
ISIC_0394802,0.64377415
ISIC_0395681,0.14233042
ISIC_0395885,0.11979353
ISIC_0398134,0.14164771
ISIC_0400652,0.11543073
ISIC_0401679,0.16247314
ISIC_0403198,0.36006254
ISIC_0406137,0.11098822
ISIC_0407054,0.13120048
ISIC_0407220,0.1812034
ISIC_0408372,0.16351554
ISIC_0408969,0.09706989
ISIC_0409388,0.22964902
ISIC_0410649,0.5126288
ISIC_0411243,0.2017059
ISIC_0414776,0.2362924
ISIC_0416431,0.1386148
ISIC_0416708,0.17975031
ISIC_0418978,0.34926483
ISIC_0419005,0.24885699
ISIC_0421107,0.58314276
ISIC_0424070,0.26276404
ISIC_0426960,0.25194767
ISIC_0427371,0.17525646
ISIC_0429551,0.23120177
ISIC_0431350,0.2925829
ISIC_0431499,0.52230275
ISIC_0431738,0.13279647
ISIC_0432133,0.5566242
ISIC_0432265,0.5036956
ISIC_0432894,0.16928822
ISIC_0433895,0.14215179
ISIC_0434253,0.63846534
ISIC_0434274,0.08587928
ISIC_0434285,0.10769761
ISIC_0434890,0.41270745
ISIC_0434920,0.12519678
ISIC_0435283,0.49515557
ISIC_0435396,0.09183915
ISIC_0436298,0.102457836
ISIC_0436727,0.36728436
ISIC_0436779,0.17044891
ISIC_0436884,0.1486135
ISIC_0437081,0.89321166
ISIC_0437384,0.11694055
ISIC_0437987,0.24226224
ISIC_0438584,0.8231841
ISIC_0439475,0.17239659
ISIC_0441244,0.6970733
ISIC_0442293,0.502621
ISIC_0442567,0.35948658
ISIC_0445097,0.1484952
ISIC_0446097,0.32699755
ISIC_0446287,0.4379466
ISIC_0446447,0.15732083
ISIC_0448691,0.18165366
ISIC_0450552,0.21697617
ISIC_0451155,0.727372
ISIC_0451665,0.5004827
ISIC_0452297,0.23856942
ISIC_0453555,0.34008014
ISIC_0454124,0.37907574
ISIC_0454916,0.1549471
ISIC_0456176,0.9499578
ISIC_0456797,0.10533957
ISIC_0457344,0.2303555
ISIC_0457384,0.120761015
ISIC_0457494,0.22017908
ISIC_0457530,0.61553544
ISIC_0457688,0.37728503
ISIC_0459718,0.21518402
ISIC_0460023,0.25892705
ISIC_0460170,0.86876804
ISIC_0460323,0.15409686
ISIC_0461615,0.15385017
ISIC_0462037,0.05184856
ISIC_0462120,0.22083932
ISIC_0462327,0.14161642
ISIC_0462336,0.14036891
ISIC_0462792,0.11192273
ISIC_0463800,0.29417607
ISIC_0464417,0.4478
ISIC_0465975,0.16299403
ISIC_0467617,0.2873927
ISIC_0468644,0.1978492
ISIC_0469457,0.32310095
ISIC_0470465,0.740739
ISIC_0470699,0.9531247
ISIC_0473489,0.33665782
ISIC_0474220,0.17107168
ISIC_0476927,0.14915025
ISIC_0477213,0.12462374
ISIC_0477217,0.12483139
ISIC_0477424,0.18779686
ISIC_0477793,0.188366
ISIC_0477875,0.19548558
ISIC_0477986,0.11200829
ISIC_0479726,0.64714444
ISIC_0479755,0.297136
ISIC_0480158,0.0866081
ISIC_0481105,0.99237967
ISIC_0482298,0.13919492
ISIC_0482617,0.1137302
ISIC_0485889,0.5990586
ISIC_0486436,0.09242894
ISIC_0487789,0.2676376
ISIC_0488846,0.63122046
ISIC_0490555,0.16400628
ISIC_0492058,0.13564005
ISIC_0493101,0.32732034
ISIC_0493429,0.80961514
ISIC_0493786,0.7437656
ISIC_0495167,0.40795827
ISIC_0495234,0.2541369
ISIC_0495887,0.7937373
ISIC_0495948,0.90823704
ISIC_0497721,0.33144626
ISIC_0498659,0.40326464
ISIC_0500319,0.4250804
ISIC_0500851,0.28711152
ISIC_0501199,0.5162406
ISIC_0501295,0.19987403
ISIC_0502032,0.100120135
ISIC_0502364,0.09064739
ISIC_0504453,0.39082864
ISIC_0504686,0.26395282
ISIC_0504935,0.13518195
ISIC_0505403,0.56924653
ISIC_0505447,0.20434183
ISIC_0506082,0.1600055
ISIC_0506198,0.39320838
ISIC_0508596,0.28280005
ISIC_0509538,0.12661465
ISIC_0510408,0.16599143
ISIC_0510439,0.13922855
ISIC_0510794,0.43122238
ISIC_0511981,0.54367167
ISIC_0513674,0.19084089
ISIC_0513808,0.32243198
ISIC_0515041,0.5201088
ISIC_0515737,0.42461228
ISIC_0517531,0.08290189
ISIC_0517673,0.50484324
ISIC_0519860,0.34399772
ISIC_0520611,0.19446132
ISIC_0521580,0.12629433
ISIC_0521689,0.158533
ISIC_0521877,0.14774983
ISIC_0522569,0.38630387
ISIC_0523596,0.7399624
ISIC_0524466,0.86791855
ISIC_0524604,0.16008614
ISIC_0525213,0.16681215
ISIC_0525405,0.30785045
ISIC_0527588,0.19077322
ISIC_0528304,0.29475996
ISIC_0528945,0.059870414
ISIC_0530946,0.33435205
ISIC_0532813,0.051733468
ISIC_0533917,0.08690644
ISIC_0535264,0.8907783
ISIC_0535812,0.6526908
ISIC_0536393,0.14849478
ISIC_0537310,0.21906818
ISIC_0537430,0.68468505
ISIC_0538335,0.5772824
ISIC_0538391,0.6418094
ISIC_0539046,0.12230093
ISIC_0539432,0.8818904
ISIC_0539662,0.10408734
ISIC_0541206,0.11839702
ISIC_0542744,0.36599934
ISIC_0542899,0.39112368
ISIC_0543866,0.24756895
ISIC_0544482,0.2282442
ISIC_0545219,0.47840157
ISIC_0545222,0.42906392
ISIC_0546119,0.17985694
ISIC_0546506,0.3935196
ISIC_0546632,0.67403793
ISIC_0546682,0.4770836
ISIC_0547086,0.7129156
ISIC_0548182,0.7964016
ISIC_0548968,0.77772754
ISIC_0550777,0.050673287
ISIC_0554395,0.08904649
ISIC_0554507,0.3027722
ISIC_0554535,0.13622636
ISIC_0554819,0.49168357
ISIC_0555540,0.5274877
ISIC_0556297,0.2093392
ISIC_0556505,0.6363781
ISIC_0556568,0.33676308
ISIC_0557285,0.12315145
ISIC_0557595,0.1638335
ISIC_0557850,0.17729706
ISIC_0558458,0.48441407
ISIC_0558563,0.10065062
ISIC_0558899,0.3113259
ISIC_0559101,0.56548476
ISIC_0561202,0.85044885
ISIC_0564203,0.17218176
ISIC_0565070,0.17359221
ISIC_0567332,0.5817583
ISIC_0570796,0.64066344
ISIC_0571162,0.37402582
ISIC_0571336,0.48188904
ISIC_0572486,0.1499081
ISIC_0574930,0.11788143
ISIC_0576125,0.29857284
ISIC_0578316,0.2460448
ISIC_0578354,0.8101579
ISIC_0579350,0.14185156
ISIC_0579367,0.30162877
ISIC_0580265,0.7684208
ISIC_0582447,0.50938916
ISIC_0582531,0.3638452
ISIC_0583833,0.15175521
ISIC_0584197,0.67402744
ISIC_0585534,0.94818556
ISIC_0586493,0.10038925
ISIC_0586601,0.23070638
ISIC_0587024,0.6028648
ISIC_0587027,0.5430917
ISIC_0587527,0.43096003
ISIC_0588157,0.15944837
ISIC_0588162,0.6500339
ISIC_0588352,0.89498657
ISIC_0589061,0.17149968
ISIC_0590646,0.16663525
ISIC_0591142,0.77278906
ISIC_0591685,0.108088285
ISIC_0592225,0.27436376
ISIC_0592796,0.131653
ISIC_0594374,0.23852035
ISIC_0594932,0.14655858
ISIC_0595682,0.22537106
ISIC_0596005,0.29644203
ISIC_0596499,0.19581829
ISIC_0598190,0.110941075
ISIC_0598769,0.44787347
ISIC_0600649,0.22049032
ISIC_0600710,0.20640187
ISIC_0602170,0.1293085
ISIC_0602633,0.50942105
ISIC_0603307,0.10123591
ISIC_0604055,0.21413592
ISIC_0604516,0.1812007
ISIC_0605259,0.5852841
ISIC_0606244,0.83447057
ISIC_0607037,0.120916694
ISIC_0607397,0.14238943
ISIC_0607473,0.10407519
ISIC_0607693,0.103824556
ISIC_0608042,0.2092342
ISIC_0608105,0.2787543
ISIC_0608330,0.16417436
ISIC_0609220,0.11784752
ISIC_0609770,0.13869825
ISIC_0610325,0.40201116
ISIC_0611293,0.09486152
ISIC_0611390,0.34570736
ISIC_0611822,0.15531681
ISIC_0612337,0.34534836
ISIC_0613199,0.17749257
ISIC_0613239,0.3418314
ISIC_0613293,0.12791453
ISIC_0613555,0.70500064
ISIC_0613748,0.23524283
ISIC_0615241,0.16483435
ISIC_0616900,0.2106903
ISIC_0619695,0.19286509
ISIC_0620316,0.4284413
ISIC_0620379,0.5953637
ISIC_0620581,0.102377735
ISIC_0621355,0.15513474
ISIC_0621919,0.1433654
ISIC_0622203,0.12328976
ISIC_0622461,0.12431165
ISIC_0623254,0.20134427
ISIC_0623493,0.46210718
ISIC_0623650,0.316901
ISIC_0624194,0.23400933
ISIC_0627128,0.91167086
ISIC_0627467,0.106991164
ISIC_0631039,0.12201066
ISIC_0633018,0.6924355
ISIC_0633831,0.8032085
ISIC_0634161,0.47698838
ISIC_0634896,0.83804876
ISIC_0635396,0.11549933
ISIC_0635721,0.5612852
ISIC_0636920,0.14286855
ISIC_0637104,0.99649614
ISIC_0637231,0.20290892
ISIC_0639631,0.4236321
ISIC_0640439,0.0935944
ISIC_0641371,0.45140898
ISIC_0644758,0.22515504
ISIC_0644873,0.20108575
ISIC_0645560,0.42362735
ISIC_0646211,0.61312217
ISIC_0646723,0.17661478
ISIC_0647385,0.32614407
ISIC_0649394,0.7052819
ISIC_0650063,0.53720456
ISIC_0650090,0.19329709
ISIC_0653629,0.22095206
ISIC_0653693,0.2076052
ISIC_0653761,0.3082144
ISIC_0654120,0.39185718
ISIC_0655378,0.12328045
ISIC_0655512,0.44949943
ISIC_0656308,0.6814576
ISIC_0660782,0.62558043
ISIC_0660925,0.2484689
ISIC_0662288,0.6278805
ISIC_0663197,0.19740532
ISIC_0663707,0.14312178
ISIC_0664454,0.14736724
ISIC_0664524,0.5174514
ISIC_0665430,0.3686134
ISIC_0665521,0.13901773
ISIC_0667449,0.12422579
ISIC_0668855,0.7213935
ISIC_0669360,0.8015645
ISIC_0671119,0.85850036
ISIC_0673217,0.7601874
ISIC_0673441,0.13622345
ISIC_0673705,0.5512595
ISIC_0673777,0.12931755
ISIC_0673970,0.5386428
ISIC_0674308,0.1248734
ISIC_0674636,0.631151
ISIC_0674769,0.12427584
ISIC_0675554,0.10942361
ISIC_0675743,0.1606868
ISIC_0676272,0.13684188
ISIC_0676443,0.5715573
ISIC_0676863,0.152146
ISIC_0677660,0.11431476
ISIC_0678034,0.22562386
ISIC_0680997,0.6675703
ISIC_0681019,0.8712392
ISIC_0681410,0.23668861
ISIC_0681751,0.6844267
ISIC_0682057,0.88908136
ISIC_0682495,0.11412947
ISIC_0682907,0.14071876
ISIC_0682960,0.1512481
ISIC_0684256,0.52557063
ISIC_0684654,0.12623017
ISIC_0684862,0.40318257
ISIC_0685033,0.6153201
ISIC_0685067,0.63279355
ISIC_0686961,0.8999192
ISIC_0689307,0.15278481
ISIC_0692073,0.7220521
ISIC_0695000,0.3142305
ISIC_0695255,0.49901447
ISIC_0695851,0.1774798
ISIC_0697455,0.7269052
ISIC_0698209,0.3540152
ISIC_0700078,0.153558
ISIC_0700201,0.14273396
ISIC_0701187,0.2373565
ISIC_0701649,0.37685642
ISIC_0701776,0.20165402
ISIC_0703440,0.14796859
ISIC_0703903,0.13861796
ISIC_0703979,0.12676914
ISIC_0704243,0.22182868
ISIC_0704245,0.3111773
ISIC_0704435,0.18540654
ISIC_0705764,0.14228323
ISIC_0705909,0.12239106
ISIC_0707036,0.21978839
ISIC_0707359,0.15370046
ISIC_0707819,0.09836126
ISIC_0708442,0.21776937
ISIC_0708867,0.06378351
ISIC_0708878,0.6382805
ISIC_0710840,0.8543564
ISIC_0712978,0.1273075
ISIC_0713157,0.110512905
ISIC_0714126,0.27188498
ISIC_0714540,0.14201777
ISIC_0715784,0.19787641
ISIC_0715864,0.15771346
ISIC_0716650,0.10695156
ISIC_0717635,0.4178897
ISIC_0718698,0.16091523
ISIC_0719763,0.1058252
ISIC_0720050,0.20485786
ISIC_0720319,0.1977438
ISIC_0721575,0.31784174
ISIC_0721927,0.23893745
ISIC_0722065,0.63731384
ISIC_0722323,0.15736888
ISIC_0723369,0.3590741
ISIC_0723819,0.22830845
ISIC_0724106,0.047097325
ISIC_0724784,0.32615545
ISIC_0727953,0.49946773
ISIC_0728055,0.28624144
ISIC_0728474,0.087135375
ISIC_0728977,0.19462802
ISIC_0729188,0.14426963
ISIC_0729365,0.26350266
ISIC_0732158,0.6416905
ISIC_0732261,0.20219812
ISIC_0733408,0.55324805
ISIC_0734038,0.37259033
ISIC_0734761,0.76997364
ISIC_0735344,0.33083186
ISIC_0735361,0.47516802
ISIC_0735507,0.15986857
ISIC_0737285,0.4085019
ISIC_0737596,0.31002507
ISIC_0737951,0.47608614
ISIC_0738067,0.79568624
ISIC_0738616,0.08520713
ISIC_0739064,0.1545787
ISIC_0739401,0.40345296
ISIC_0740997,0.5410439
ISIC_0743576,0.12706266
ISIC_0743739,0.5157186
ISIC_0743789,0.2035329
ISIC_0746818,0.5453917
ISIC_0747114,0.2966319
ISIC_0748291,0.096073225
ISIC_0749073,0.49185535
ISIC_0749202,0.15435463
ISIC_0752872,0.18956456
ISIC_0753499,0.13900626
ISIC_0755453,0.17214273
ISIC_0756977,0.18844493
ISIC_0757171,0.31326032
ISIC_0758024,0.29052708
ISIC_0758246,0.09494307
ISIC_0758568,0.7097105
ISIC_0759383,0.28095922
ISIC_0760154,0.47646546
ISIC_0760260,0.06890776
ISIC_0762091,0.13210346
ISIC_0763495,0.08580897
ISIC_0764739,0.23373285
ISIC_0765355,0.7439881
ISIC_0767812,0.08916843
ISIC_0769066,0.15510754
ISIC_0770095,0.13948373
ISIC_0770234,0.115099095
ISIC_0770508,0.50132674
ISIC_0770817,0.51018107
ISIC_0771788,0.1915753
ISIC_0772522,0.35037744
ISIC_0772578,0.81577253
ISIC_0772706,0.15480328
ISIC_0773190,0.3864621
ISIC_0774444,0.3817482
ISIC_0775579,0.30478287
ISIC_0775584,0.9323883
ISIC_0776524,0.29458815
ISIC_0776616,0.16773443
ISIC_0776803,0.14948374
ISIC_0776824,0.35228273
ISIC_0777077,0.5062379
ISIC_0778512,0.70942605
ISIC_0779258,0.12744024
ISIC_0780165,0.7285072
ISIC_0781571,0.83690363
ISIC_0784160,0.103117436
ISIC_0785830,0.5269139
ISIC_0786267,0.30139792
ISIC_0786322,0.4198641
ISIC_0788550,0.5390172
ISIC_0792325,0.12245181
ISIC_0792492,0.40646031
ISIC_0792564,0.17885053
ISIC_0792986,0.11347069
ISIC_0794617,0.60112274
ISIC_0795653,0.3533391
ISIC_0796707,0.19074254
ISIC_0797113,0.2990518
ISIC_0799427,0.3687031
ISIC_0799785,0.18397267
ISIC_0799979,0.41024157
ISIC_0800693,0.3701203
ISIC_0801740,0.18711661
ISIC_0802693,0.12861128
ISIC_0803310,0.11227399
ISIC_0803341,0.28774297
ISIC_0803636,0.20174623
ISIC_0804023,0.1267835
ISIC_0805392,0.10879905
ISIC_0807283,0.2832753
ISIC_0807404,0.17185378
ISIC_0808861,0.19944644
ISIC_0809377,0.13851948
ISIC_0809747,0.13629591
ISIC_0810336,0.6670838
ISIC_0810894,0.70392174
ISIC_0811323,0.23769578
ISIC_0813138,0.7010436
ISIC_0813352,0.29920194
ISIC_0814613,0.3001916
ISIC_0816087,0.64972055
ISIC_0816173,0.53439707
ISIC_0817883,0.12420489
ISIC_0818301,0.62703127
ISIC_0821277,0.38889378
ISIC_0821445,0.13374147
ISIC_0821598,0.23511076
ISIC_0822581,0.15294443
ISIC_0823047,0.38314655
ISIC_0823591,0.117235936
ISIC_0824050,0.18224116
ISIC_0825029,0.23272008
ISIC_0825725,0.33163747
ISIC_0829859,0.13255766
ISIC_0830589,0.13702504
ISIC_0834674,0.18861671
ISIC_0835778,0.4107431
ISIC_0836745,0.24526827
ISIC_0839044,0.38147846
ISIC_0839368,0.6628474
ISIC_0840535,0.5083478
ISIC_0840661,0.55844975
ISIC_0841028,0.41021255
ISIC_0842398,0.44153932
ISIC_0842798,0.61432064
ISIC_0843175,0.27056783
ISIC_0843626,0.128201
ISIC_0844546,0.14539021
ISIC_0844930,0.15773214
ISIC_0844952,0.4795836
ISIC_0845696,0.16853872
ISIC_0848406,0.10465366
ISIC_0848986,0.1511473
ISIC_0851144,0.17626636
ISIC_0852759,0.5225078
ISIC_0853184,0.14784418
ISIC_0853566,0.35790867
ISIC_0853893,0.50385314
ISIC_0854582,0.21674156
ISIC_0855262,0.1540218
ISIC_0856987,0.16227886
ISIC_0857436,0.22562253
ISIC_0857443,0.5950371
ISIC_0857595,0.29281357
ISIC_0861327,0.1561581
ISIC_0862505,0.062542625
ISIC_0863212,0.37330815
ISIC_0864741,0.21276714
ISIC_0865303,0.165646
ISIC_0866123,0.14578396
ISIC_0866838,0.32470468
ISIC_0867509,0.74883515
ISIC_0867683,0.33399522
ISIC_0868513,0.10356917
ISIC_0869415,0.31842455
ISIC_0870455,0.5860419
ISIC_0870529,0.18949069
ISIC_0871473,0.18204542
ISIC_0873174,0.37213597
ISIC_0874437,0.6043728
ISIC_0874522,0.15922892
ISIC_0874582,0.28297865
ISIC_0874773,0.73233443
ISIC_0875072,0.14903916
ISIC_0876617,0.41890553
ISIC_0876689,0.40416086
ISIC_0877438,0.35968298
ISIC_0877919,0.07475322
ISIC_0878952,0.20999697
ISIC_0879061,0.62464243
ISIC_0879986,0.39091694
ISIC_0881100,0.2755709
ISIC_0881645,0.12928532
ISIC_0881966,0.17497021
ISIC_0883924,0.07054356
ISIC_0884023,0.6369958
ISIC_0884538,0.34167463
ISIC_0885369,0.17196882
ISIC_0885617,0.90614897
ISIC_0886447,0.14853624
ISIC_0887532,0.6618797
ISIC_0887743,0.10683606
ISIC_0887966,0.12802693
ISIC_0890305,0.54707
ISIC_0891059,0.48835573
ISIC_0891718,0.07249621
ISIC_0892179,0.12823816
ISIC_0893984,0.12184016
ISIC_0894308,0.06481933
ISIC_0894646,0.26759303
ISIC_0896427,0.8917136
ISIC_0897639,0.1322909
ISIC_0897958,0.29739046
ISIC_0898069,0.46534336
ISIC_0899393,0.1553998
ISIC_0900251,0.37430355
ISIC_0904702,0.101126514
ISIC_0904866,0.31757694
ISIC_0906558,0.5835137
ISIC_0908698,0.295711
ISIC_0908910,0.47698504
ISIC_0909069,0.38844073
ISIC_0910022,0.16325471
ISIC_0913137,0.5961837
ISIC_0915083,0.27073428
ISIC_0915125,0.2622037
ISIC_0915404,0.6016794
ISIC_0915906,0.12909366
ISIC_0916159,0.17452888
ISIC_0916649,0.16395529
ISIC_0917619,0.45527786
ISIC_0917843,0.25074974
ISIC_0920023,0.18326315
ISIC_0923085,0.34753057
ISIC_0923805,0.22527836
ISIC_0924293,0.4305895
ISIC_0924421,0.16441336
ISIC_0925021,0.9153289
ISIC_0925309,0.55031806
ISIC_0925595,0.8373803
ISIC_0928578,0.30931166
ISIC_0929007,0.22511874
ISIC_0929505,0.297909
ISIC_0929834,0.869952
ISIC_0930476,0.22737734
